year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32915.08,79658.71,80893.88,37352.47,39646.4,38061.14
2018,35446.94,85784.92,85284.74,39710.75,42148.42,40463.12
2019,39104.28,94633.89,97671.14,43117.56,45762.46,46244.89
2020,40792.76,98718.03,100791.47,44690.87,47430.48,47930.49
2021,42012.32,101667.68,103045.04,45827.33,48635.16,49147.87
2022,42950.92,103936.65,104778.56,46702.48,49561.83,50084.32
2023,43608.06,105524.93,105992.02,47315.33,50210.51,50739.83
2024,44077.77,106659.41,106858.78,47753.7,50673.84,51208.05
2025,44734.92,108247.69,108072.25,48366.55,51322.52,51863.56
2026,45485.96,110062.86,109459.06,49066.96,52063.86,52612.72
2027,46143.02,111651.14,110672.52,49679.61,52712.53,53268.23
2028,46612.42,112785.62,111539.28,50117.36,53175.87,53736.45
2029,47365.19,114600.79,112926.1,50821.15,53917.21,54485.61
2030,47835.88,115735.28,113792.86,51261.42,54380.55,54953.83
2031,48587.26,117550.45,115179.67,51962.47,55121.89,55702.99
