year,Base case cost,Modeled water and wastewater efficiency
2017,70267.557931,53198.991884
2018,75157.6922407,56524.5829409
2019,82221.8428361,61370.2192067
2020,85483.624225,63562.9982165
2021,87839.6472951,65125.3358372
2022,89653.4007002,66311.0057114
2023,90923.3954647,67118.8954922
2024,91831.4704177,67675.9385459
2025,93101.4732554,68487.4883964
2026,94552.9181981,69427.4946037
2027,95822.6299185,70242.3208753
2028,96729.7842934,70805.6765084
2029,98186.3419067,71754.3902304
2030,99097.3002952,72323.7161768
2031,100549.727032,73272.6400961
