year,Base case diesel consumed,Modeled residential energy efficiency
2017,16262.4580049,12081.6822428
2018,16262.4580049,12081.6822428
2019,17335.1855498,13154.4097877
2020,17335.1855498,13154.4097877
2021,17335.1855498,13154.4097877
2022,17335.1855498,13154.4097877
2023,17335.1855498,13154.4097877
2024,17335.1855498,13154.4097877
2025,17335.1855498,13154.4097877
2026,17335.1855498,13154.4097877
2027,17335.1855498,13154.4097877
2028,17335.1855498,13154.4097877
2029,17335.1855498,13154.4097877
2030,17335.1855498,13154.4097877
2031,17335.1855498,13154.4097877
