year,Base case cost,Modeled water and wastewater efficiency
2017,52727.3451481,42335.6009108
2018,55815.4436416,44261.9151755
2019,59961.7945754,46902.2780063
2020,61888.049933,48059.5711951
2021,63235.5003,48828.1097445
2022,64293.0138671,49406.0086721
2023,64965.2759222,49727.2136353
2024,65540.9719398,49986.6990372
2025,66212.51773,50313.8393498
2026,67075.0293891,50774.4130932
2027,67745.5791653,51107.2503058
2028,68319.6309567,51378.1846006
2029,69085.6069268,51780.8531306
2030,69562.9923102,51992.3392271
2031,70424.340879,52464.5257977
