year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,33885.1617876,25075.0197228
2018,33885.1617876,25075.0197228
2019,33885.1617876,25075.0197228
2020,33885.1617876,25075.0197228
2021,33885.1617876,25075.0197228
2022,33885.1617876,25075.0197228
2023,33885.1617876,25075.0197228
2024,33885.1617876,25075.0197228
2025,33885.1617876,25075.0197228
2026,33885.1617876,25075.0197228
2027,33885.1617876,25075.0197228
2028,33885.1617876,25075.0197228
2029,33885.1617876,25075.0197228
2030,33885.1617876,25075.0197228
2031,33885.1617876,25075.0197228
