year,Base case cost,Modeled biomass for heat (cordwood)
2017,348177.867941,369976.626187
2018,371098.00642,389721.428088
2019,408167.084934,422652.069888
2020,429130.052383,441515.499937
2021,439434.631014,450258.157081
2022,454275.669527,463809.807543
2023,459482.658311,468088.062536
2024,470847.247128,478619.497833
2025,476130.335912,482988.243229
2026,489998.654121,495772.561792
2027,495357.322904,500230.610944
2028,499942.181688,504009.771445
2029,513394.370505,516486.128875
2030,517260.519289,519647.660373
2031,531733.287954,533068.779584
2032,538839.02689,539128.89137
2033,553589.985099,552840.103589
2034,561585.15373,559712.969795
2035,574222.822548,571587.143903
2036,581481.460571,577822.865215
