year,Base case cost,Modeled non-residential energy efficiency
2017,254004.154166,273422.399852
2018,268550.115276,286004.200357
2019,288096.250516,303278.716978
2020,297187.47621,310813.189369
2021,303551.334195,315823.185424
2022,308551.508326,319581.610823
2023,311733.437319,321663.476459
2024,314460.805027,323341.712313
2025,317642.734019,325464.783337
2026,321733.785581,328456.689149
2027,324915.714574,330619.056688
2028,327643.082282,332375.907693
2029,331279.572559,335000.228086
2030,333552.378983,336369.200056
2031,337643.430545,339453.737198
