year,Base case diesel consumed,Modeled diesel efficiency
2019,24862.6649603,22602.4226911
2020,24946.66045,22678.7822273
2021,24946.66045,22678.7822273
2022,25030.6559397,22755.1417634
2023,25030.6559397,22755.1417634
2024,25114.6514295,22831.5012995
2025,25114.6514295,22831.5012995
2026,25198.6469192,22907.8608356
2027,25198.6469192,22907.8608356
2028,25198.6469192,22907.8608356
2029,25282.6424089,22984.2203717
2030,25282.6424089,22984.2203717
2031,25366.6378986,23060.5799079
2032,25366.6378986,23060.5799079
2033,25450.6333884,23136.939444
2034,25450.6333884,23136.939444
2035,25450.6333884,23136.939444
2036,25534.6288781,23213.2989801
2037,25534.6288781,23213.2989801
2038,25618.6243678,23289.6585162
