year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,24778.67,7598.84,33885.16,30303.4
2018,24862.66,7588.83,33885.16,30303.4
2019,24862.66,7579.66,33885.16,31420.39
2020,24946.66,7564.25,33885.16,32537.38
2021,24946.66,7555.5,33885.16,32537.38
2022,25030.66,7545.73,33885.16,33654.37
2023,25030.66,7538.16,33885.16,33654.37
2024,25114.65,7530.74,33885.16,34771.36
2025,25114.65,7523.14,33885.16,34771.36
2026,25198.65,7512.19,33885.16,35888.35
2027,25198.65,7504.22,33885.16,35888.35
2028,25198.65,7496.26,33885.16,35888.35
2029,25282.64,7488.51,33885.16,37005.34
2030,25282.64,7480.82,33885.16,37005.34
2031,25366.64,7473.34,33885.16,38122.33
2032,25366.64,7465.85,33885.16,38122.33
2033,25450.63,7455.1,33885.16,39239.32
2034,25450.63,7446.24,33885.16,39239.32
2035,25450.63,7438.62,33885.16,40356.31
2036,25534.63,7426.42,33885.16,40356.31
2037,25534.63,7418.87,33885.16,41473.31
2038,25618.62,7410.99,33885.16,41473.31
2039,25618.62,7403.43,33885.16,41473.31
2040,25702.62,7392.67,33885.16,42590.3
