year,Base case cost,Modeled residential energy efficiency
2017,327586.72917,314652.126483
2018,343895.942599,327254.660211
2019,377105.605352,355796.426196
2020,399241.406272,375335.423027
2021,406830.55687,380882.016046
2022,424817.051602,397112.155158
2023,428725.094332,399638.807549
2024,444309.161162,413948.425455
2025,448330.671323,416623.613582
2026,465994.854433,432779.996113
2027,470129.832024,435602.095409
2028,473674.098531,437938.819294
2029,491233.859545,454128.397101
2030,494268.463132,456075.804329
2031,512791.756789,473170.132335
2032,518399.929943,477364.015732
2033,537360.88369,494925.011652
2034,543754.283523,499843.250332
2035,561202.458144,516186.729193
2036,567102.40469,520727.729573
