year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,57820.4928726,42787.1647258
2018,57820.4928726,42787.1647258
2019,57820.4928726,42787.1647258
2020,57820.4928726,42787.1647258
2021,57820.4928726,42787.1647258
2022,57820.4928726,42787.1647258
2023,57820.4928726,42787.1647258
2024,57820.4928726,42787.1647258
2025,57820.4928726,42787.1647258
2026,57820.4928726,42787.1647258
2027,57820.4928726,42787.1647258
2028,57820.4928726,42787.1647258
2029,57820.4928726,42787.1647258
2030,57820.4928726,42787.1647258
2031,57820.4928726,42787.1647258
