year,Base case cost,Modeled non-residential energy efficiency
2017,498119.382456,450349.737147
2018,524119.731742,472748.832089
2019,559749.840021,503798.379051
2020,578046.382111,519335.691042
2021,589602.092905,528852.575097
2022,599231.851899,536663.236879
2023,605009.707296,541041.344985
2024,610787.562693,545438.19148
2025,616565.418089,549853.337181
2026,624269.225285,556012.224093
2027,631010.056581,561325.627046
2028,636787.911978,565793.137019
2029,643528.743274,571140.225466
2030,648343.622771,574777.695986
2031,656047.429967,581019.844874
