year,Base case cost,Modeled residential energy efficiency
2017,809107.445648,757275.338806
2018,859622.301622,795674.628467
2019,928846.363512,849156.191682
2020,954500.654028,865738.6264
2021,966594.916541,871384.556656
2022,984917.802574,884042.422498
2023,985477.485632,880454.906624
2024,985805.376759,876681.075036
2025,996567.316449,883385.702375
2026,1000096.20092,882165.017182
2027,1001561.00486,879290.417896
2028,1001019.67625,874818.859842
2029,1001962.94835,871504.480074
2030,999241.643245,865300.594246
2031,1001360.46015,862871.910059
2032,1003170.22114,860171.787022
2033,1006310.05489,858470.658722
2034,1021062.21284,868417.729036
2035,1018821.07675,862509.979114
2036,1021149.63874,860102.699578
