year,Base case diesel consumed,Modeled non-residential ashp
2017,57820.4928726,40474.3449935
2018,57820.4928726,40474.3449935
2019,57820.4928726,40474.3449935
2020,57820.4928726,40474.3449935
2021,57820.4928726,40474.3449935
2022,57820.4928726,40474.3449935
2023,57820.4928726,40474.3449935
2024,57820.4928726,40474.3449935
2025,57820.4928726,40474.3449935
2026,57820.4928726,40474.3449935
2027,57820.4928726,40474.3449935
2028,57820.4928726,40474.3449935
2029,57820.4928726,40474.3449935
2030,57820.4928726,40474.3449935
2031,57820.4928726,40474.3449935
