year,Base case diesel consumed,Modeled diesel efficiency
2019,80264.6807099,72967.8915545
2020,80264.6807099,72967.8915545
2021,80338.6573742,73035.1430674
2022,80338.6573742,73035.1430674
2023,80338.6573742,73035.1430674
2024,80338.6573742,73035.1430674
2025,80338.6573742,73035.1430674
2026,80338.6573742,73035.1430674
2027,80412.6340384,73102.3945804
2028,80412.6340384,73102.3945804
2029,80412.6340384,73102.3945804
2030,80486.6107027,73169.6460933
2031,80486.6107027,73169.6460933
2032,80486.6107027,73169.6460933
2033,80486.6107027,73169.6460933
2034,80560.5873669,73236.8976063
2035,80560.5873669,73236.8976063
2036,80560.5873669,73236.8976063
2037,80560.5873669,73236.8976063
2038,80560.5873669,73236.8976063
