year,Base case cost,Modeled water and wastewater efficiency
2017,132801.890179,99063.6277548
2018,141586.156557,105616.373643
2019,153382.259486,114415.397762
2020,158938.026566,118559.28284
2021,162876.9079,121496.944358
2022,165653.780982,123568.213857
2023,167735.276006,125120.881891
2024,169357.053386,126330.435664
2025,171212.203846,127713.930638
2026,173772.46139,129622.632105
2027,175869.45986,131185.824812
2028,177507.741232,132406.587237
2029,179610.900531,133973.974615
2030,181018.077147,135022.346282
2031,183578.626943,136931.286275
