year,Base case diesel consumed,Modeled non-residential ashp
2017,129937.906539,111547.92039
2018,129937.906539,111547.92039
2019,129937.906539,111547.92039
2020,129937.906539,111547.92039
2021,129937.906539,111547.92039
2022,129937.906539,111547.92039
2023,129937.906539,111547.92039
2024,131907.937241,113517.951092
2025,131907.937241,113517.951092
2026,131907.937241,113517.951092
2027,131907.937241,113517.951092
2028,131907.937241,113517.951092
2029,133877.967943,115487.981795
2030,133877.967943,115487.981795
2031,133877.967943,115487.981795
