year,Base case cost,Modeled non-residential energy efficiency
2017,346964.061796,340106.090979
2018,368607.35467,358883.379891
2019,398551.063194,385198.389547
2020,412614.292074,397148.114317
2021,422437.269172,405275.586731
2022,429771.75874,411167.08526
2023,434846.963574,415029.794063
2024,438972.613956,418049.626509
2025,444015.075533,421916.694383
2026,450121.692963,426764.065492
2027,455180.526169,430678.403801
2028,459404.406322,433852.1117
2029,465085.36141,438360.893549
2030,468572.51828,440897.506208
2031,474826.480367,445954.81111
