year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,85159.0,74006.241561
2018,85157.0,74004.241561
2019,85156.0,74003.241561
2020,85154.0,74001.241561
2021,85152.0,73999.241561
2022,85151.0,73998.241561
2023,85150.0,73997.241561
2024,85972.0,74819.241561
2025,85970.0,74817.241561
2026,85968.0,74815.241561
2027,85965.0,74812.241561
2028,85962.0,74809.241561
2029,85960.0,74807.241561
2030,86778.0,75625.241561
2031,86774.0,75621.241561
2032,86771.0,75618.241561
2033,86768.0,75615.241561
2034,86764.0,75611.241561
2035,87583.0,76430.241561
2036,87580.0,76427.241561
