year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,42798.8769466,31671.1689405
2018,42798.8769466,31671.1689405
2019,42798.8769466,31671.1689405
2020,42798.8769466,31671.1689405
2021,42798.8769466,31671.1689405
2022,42798.8769466,31671.1689405
2023,42798.8769466,31671.1689405
2024,42798.8769466,31671.1689405
2025,42798.8769466,31671.1689405
2026,42798.8769466,31671.1689405
2027,42798.8769466,31671.1689405
2028,42798.8769466,31671.1689405
2029,42798.8769466,31671.1689405
2030,42798.8769466,31671.1689405
2031,42798.8769466,31671.1689405
