year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9775.93818896,6354.35982283
2018,9774.45927683,6353.39852994
2019,9772.73665382,6352.27882499
2020,9771.01602845,6351.16041849
2021,9769.30006421,6350.04504174
2022,9768.11147432,6349.2724583
2023,9767.1432896,6348.64313824
2024,9765.99598406,6347.89738964
2025,9764.48977098,6346.91835114
2026,9761.95078315,6345.26800905
2027,9759.37117684,6343.59126495
2028,9756.47927437,6341.71152834
2029,9753.55873919,6339.81318047
2030,9749.66535817,6337.28248281
2031,9746.0503136,6334.93270384
