year,Base case diesel consumed,Modeled residential ashp
2017,1305.14265171,583.131043776
2018,1305.14265171,583.131043776
2019,1305.14265171,583.131043776
2020,1305.14265171,583.131043776
2021,1305.14265171,583.131043776
2022,1305.14265171,583.131043776
2023,1305.14265171,583.131043776
2024,1305.14265171,583.131043776
2025,1305.14265171,583.131043776
2026,1305.14265171,583.131043776
2027,1305.14265171,583.131043776
2028,1305.14265171,583.131043776
2029,1305.14265171,583.131043776
2030,1305.14265171,583.131043776
2031,1305.14265171,583.131043776
