year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,22689.1745475,16789.9891651
2018,22689.1745475,16789.9891651
2019,22689.1745475,16789.9891651
2020,22689.1745475,16789.9891651
2021,22689.1745475,16789.9891651
2022,22689.1745475,16789.9891651
2023,22689.1745475,16789.9891651
2024,22689.1745475,16789.9891651
2025,22689.1745475,16789.9891651
2026,22689.1745475,16789.9891651
2027,22689.1745475,16789.9891651
2028,22689.1745475,16789.9891651
2029,22689.1745475,16789.9891651
2030,22689.1745475,16789.9891651
2031,22689.1745475,16789.9891651
