year,Base case cost,Modeled non-residential energy efficiency
2017,139307.376076,148983.68787
2018,149125.276799,157672.737432
2019,162860.898941,170001.596207
2020,169282.574651,175533.421671
2021,173807.620563,179299.776614
2022,177213.50401,182029.690633
2023,179577.70022,183800.394251
2024,181435.592403,185122.938127
2025,183788.720723,186902.254745
2026,186594.223077,189119.347679
2027,188952.885342,190922.9674
2028,190843.981196,192316.263824
2029,193505.600979,194416.64715
2030,195147.669307,195578.396191
2031,198002.977166,197889.538044
