year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9375.14889563,6093.84678216
2018,9375.28028479,6093.93218511
2019,9375.4926212,6094.07020378
2020,9375.68635549,6094.19613107
2021,9375.8392692,6094.29552498
2022,9376.05570235,6094.43620653
2023,9376.22861935,6094.54860258
2024,9376.41594832,6094.67036641
2025,9376.58068518,6094.77744537
2026,9376.76457129,6094.89697134
2027,9376.90032408,6094.98521065
2028,9377.00988177,6095.05642315
2029,9377.52214737,6095.38939579
2030,9377.87520069,6095.61888045
2031,9378.0941159,6095.76117534
