year,Base case cost,Modeled residential energy efficiency
2017,350222.184107,319365.117204
2018,371543.668702,335997.377598
2019,389541.081172,347725.370161
2020,402840.465429,357814.637012
2021,400043.772372,352546.869474
2022,407206.050064,357686.79566
2023,399433.18304,348339.97813
2024,403594.788184,351085.729091
2025,395369.382925,341312.268671
2026,400737.174491,344999.504236
2027,392013.977173,334752.947482
2028,395904.059377,337276.58085
2029,386728.323824,326601.037541
2030,389856.924435,328531.184127
2031,381457.46398,318364.386304
2032,386282.209664,321577.626803
2033,391710.048558,325259.548458
2034,397137.887453,328951.80514
2035,386001.443985,316524.857626
2036,391806.106972,320468.892325
