year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,101937.0,90155.5622374
2018,101937.0,90155.5622374
2019,100169.0,88387.5622374
2020,100169.0,88387.5622374
2021,98401.0,86619.5622374
2022,98401.0,86619.5622374
2023,96634.0,84852.5622374
2024,96634.0,84852.5622374
2025,94866.0,83084.5622374
2026,94866.0,83084.5622374
2027,93098.0,81316.5622374
2028,93098.0,81316.5622374
2029,91331.0,79549.5622374
2030,91331.0,79549.5622374
2031,89563.0,77781.5622374
2032,89563.0,77781.5622374
2033,89563.0,77781.5622374
2034,89563.0,77781.5622374
2035,87795.0,76013.5622374
2036,87795.0,76013.5622374
