year,Base case cost,Modeled non-residential energy efficiency
2017,277581.32189,283962.846481
2018,296515.807804,300247.474205
2019,322888.841757,323353.540809
2020,335061.011273,333505.729619
2021,343852.02259,340590.873044
2022,350614.338988,345844.359965
2023,355347.960467,349265.669437
2024,359405.350306,352090.215051
2025,364138.971785,355553.422337
2026,369548.824903,359654.806124
2027,374282.446382,363157.970276
2028,378339.83622,366062.452111
2029,383073.457699,369603.722102
2030,386454.615898,371927.455506
2031,392540.700656,376740.988392
