year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,45211.4432212,33456.4679837
2018,45211.4432212,33456.4679837
2019,45211.4432212,33456.4679837
2020,45211.4432212,33456.4679837
2021,45211.4432212,33456.4679837
2022,45211.4432212,33456.4679837
2023,45211.4432212,33456.4679837
2024,45211.4432212,33456.4679837
2025,45211.4432212,33456.4679837
2026,45211.4432212,33456.4679837
2027,45211.4432212,33456.4679837
2028,45211.4432212,33456.4679837
2029,45211.4432212,33456.4679837
2030,45211.4432212,33456.4679837
2031,45211.4432212,33456.4679837
