year,Base case cost,Modeled biomass for heat (cordwood)
2017,299955.781044,336179.01378
2018,328498.141044,360723.082186
2019,361866.56423,388813.6499
2020,379896.98423,404056.326389
2021,385983.867416,407960.172751
2022,395823.967416,415985.947419
2023,395480.483162,414196.491469
2024,401278.523162,418680.935189
2025,400577.416348,416562.637486
2026,408166.696348,422630.798711
2027,407076.629534,420150.988521
2028,412662.509534,424478.182716
2029,411223.345281,421675.451077
2030,415789.895281,425126.69214
2031,415801.638467,423564.202557
2032,422966.678467,429284.868776
2033,431027.348467,435795.112933
2034,439088.018467,442316.843727
2035,435687.991652,437742.538254
2036,444467.491652,444887.456594
