year,Base case cost,Modeled biomass for heat (cordwood)
2017,187280.431804,261958.629387
2018,207779.181804,277116.800819
2019,237190.431804,298865.48157
2020,250559.181804,308751.245548
2021,260362.931804,316000.805798
2022,267492.931804,321273.213253
2023,272840.431804,325227.518844
2024,277296.681804,328522.773503
2025,281752.931804,331818.028163
2026,287991.681804,336431.384686
2027,293339.181804,340385.690277
2028,297795.431804,343680.944936
2029,303142.931804,347635.250527
2030,306707.931804,350271.454254
2031,312946.681804,354884.810777
2032,,
2033,,
2034,,
2035,,
2036,,
