year,Base case cost,Modeled residential energy efficiency
2017,85304.0076322,96426.5834039
2018,91866.9889148,101641.559042
2019,104293.577503,112134.052575
2020,108695.064949,115656.405904
2021,111922.822409,118239.465013
2022,114270.282381,120118.053455
2023,116030.877359,121526.994787
2024,117498.039841,122701.112563
2025,118965.202323,123875.23034
2026,121019.229797,125518.995227
2027,122779.824776,126927.936559
2028,124246.987258,128102.054335
2029,122399.119229,125902.53266
2030,119899.702335,123168.680002
2031,121840.533032,124699.248112
2032,124058.625258,126448.468809
2033,125999.455955,127979.036918
2034,132100.917647,133611.627081
2035,133242.305696,134518.579366
2036,131544.686519,132352.08866
