year,Base case cost,Modeled non-residential energy efficiency
2017,159049.187924,279519.211748
2018,184684.922934,303818.238675
2019,220945.060201,338296.098499
2020,237738.527743,354198.427319
2021,249825.240166,365691.04726
2022,258857.921891,374228.651917
2023,265346.811799,380420.495585
2024,270754.220056,385580.365308
2025,276542.456827,391022.048132
2026,284303.242644,398386.772294
2027,290792.132553,404578.615962
2028,296389.955066,409879.392236
2029,303069.259232,416212.142454
2030,307395.185838,420340.038232
2031,315155.971654,427704.762395
