year,Base case diesel consumed,Modeled non-residential ashp
2017,89124.6680527,62392.646214
2018,89124.6680527,62392.646214
2019,89124.6680527,62392.646214
2020,89124.6680527,62392.646214
2021,89124.6680527,62392.646214
2022,89124.6680527,62392.646214
2023,89124.6680527,62392.646214
2024,89124.6680527,62392.646214
2025,89124.6680527,62392.646214
2026,89124.6680527,62392.646214
2027,89124.6680527,62392.646214
2028,89124.6680527,62392.646214
2029,89124.6680527,62392.646214
2030,89124.6680527,62392.646214
2031,89124.6680527,62392.646214
