year,Base case cost,Modeled diesel efficiency
2019,324269.310068,486348.41281
2020,343532.833438,499371.063084
2021,357507.025315,507690.456214
2022,367147.6642,512173.015509
2023,374378.143364,514564.871861
2024,380001.84938,515594.024704
2025,386428.94197,517449.231514
2026,395266.194281,521588.952109
2027,402496.673445,524359.23884
2028,408496.180915,526099.590333
2029,415733.317979,529052.100537
2030,420558.076021,529896.539839
2031,429798.501152,534838.230626
2032,438652.028329,539509.259176
2033,446700.6894,543527.754541
2034,456778.53037,549468.266784
2035,462417.771486,551449.184203
2036,471279.436096,556433.304057
2037,476918.677212,558559.946587
2038,485780.341822,563686.376111
