year,Base case cost,Modeled residential energy efficiency
2017,739082.070559,702739.160182
2018,780396.903974,738106.416445
2019,835845.759346,785986.957873
2020,861939.338344,807959.413911
2021,880422.290135,823233.551305
2022,893469.079634,833729.81422
2023,903254.171759,841368.660723
2024,923115.429606,859360.674388
2025,931930.601622,866202.909917
2026,944051.463144,875993.175587
2027,953968.531662,883855.030692
2028,961681.807176,889787.960675
2029,984494.724258,910588.042601
2030,991194.087532,915675.159109
2031,1003476.25353,925731.477522
2032,1015758.41954,935807.295849
2033,1026924.025,944912.310266
2034,1053951.80229,969644.665601
2035,1061870.37442,975919.545203
2036,1074313.8449,986230.203246
