year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,61297.4638159,45438.6032238
2018,61297.4638159,45438.6032238
2019,61297.4638159,45438.6032238
2020,61297.4638159,45438.6032238
2021,61297.4638159,45438.6032238
2022,61297.4638159,45438.6032238
2023,61297.4638159,45438.6032238
2024,61297.4638159,45438.6032238
2025,61297.4638159,45438.6032238
2026,61297.4638159,45438.6032238
2027,61297.4638159,45438.6032238
2028,61297.4638159,45438.6032238
2029,61297.4638159,45438.6032238
2030,61297.4638159,45438.6032238
2031,61297.4638159,45438.6032238
