year,Base case diesel consumed,Modeled wind power
2019,80264.6807099,66513.1860249
2020,80264.6807099,66513.1860249
2021,80338.6573742,66587.1626891
2022,80338.6573742,66587.1626891
2023,80338.6573742,66587.1626891
2024,80338.6573742,66587.1626891
2025,80338.6573742,66587.1626891
2026,80338.6573742,66587.1626891
2027,80338.6573742,66587.1626891
2028,80412.6340384,66661.1393534
2029,80412.6340384,66661.1393534
2030,80412.6340384,66661.1393534
2031,80486.6107027,66735.1160176
2032,80486.6107027,66735.1160176
2033,80486.6107027,66735.1160176
2034,80560.5873669,66809.0926819
2035,80560.5873669,66809.0926819
2036,80560.5873669,66809.0926819
2037,80560.5873669,66809.0926819
2038,80560.5873669,66809.0926819
