year,Base case cost,Modeled non-residential energy efficiency
2017,572430.041669,552803.757045
2018,611181.536235,586327.300955
2019,663190.121048,631777.52458
2020,687664.749195,652546.638611
2021,705000.944133,666937.521235
2022,717238.258207,676779.87098
2023,726416.243762,683903.401763
2024,733554.676971,689222.665001
2025,741712.886354,695482.581848
2026,752930.424255,704512.91025
2027,762108.40981,711737.179481
2028,769246.843019,717154.820124
2029,778424.828575,724425.986165
2030,784543.485611,728974.24695
2031,795761.023512,738120.492319
