year,Base case cost,Modeled wind power
2019,324269.310068,491625.169767
2020,343532.833438,503720.808931
2021,357507.025315,511448.557818
2022,367147.6642,515527.72083
2023,374378.143364,517645.273249
2024,380001.84938,518485.278298
2025,386428.94197,520104.546256
2026,395266.194281,523873.592866
2027,402496.673445,526358.557706
2028,408496.180915,527933.165448
2029,415733.317979,530595.82983
2030,420558.076021,531279.760831
2031,429798.501152,535874.751647
2032,438652.028329,540161.54754
2033,446700.6894,543837.375604
2034,456778.53037,549383.36097
2035,462417.771486,551149.243542
2036,471279.436096,555740.970269
2037,476918.677212,557648.335181
2038,485780.341822,562378.228248
