year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,1055350.0,500533.0,554817.0
2004,,1095702.0,532252.0,563450.0
2005,,1052078.0,493593.0,558485.0
2006,,1021114.0,496232.0,524882.0
2007,,975555.0,489366.0,486189.0
2008,,978029.0,456533.0,521496.0
2009,,984812.0,465304.0,519508.0
2010,,1022882.0,489480.0,533402.0
2011,,1115266.0,516276.0,598990.0
2012,,1011514.0,475088.0,536426.0
2013,,983765.0,463280.0,520485.0
2014,start of forecast,1031691.0,479724.0,551967.0
2015,,1031589.0,479622.0,551967.0
2016,,1031660.0,479693.0,551967.0
2017,,1031733.0,479766.0,551967.0
2018,,1031860.0,479893.0,551967.0
2019,,1032123.0,480156.0,551967.0
2020,,1032310.0,480343.0,551967.0
2021,,1032491.0,480524.0,551967.0
2022,,1032560.0,480593.0,551967.0
2023,,1032591.0,480624.0,551967.0
2024,,1032659.0,480692.0,551967.0
2025,,1032761.0,480794.0,551967.0
2026,,1033040.0,481073.0,551967.0
2027,,1033295.0,481328.0,551967.0
2028,,1033597.0,481630.0,551967.0
2029,,1033932.0,481965.0,551967.0
2030,,1034224.0,482257.0,551967.0
2031,,1034473.0,482506.0,551967.0
2032,,1034729.0,482762.0,551967.0
2033,,1035000.0,483033.0,551967.0
2034,,1035227.0,483260.0,551967.0
2035,,1035448.0,483481.0,551967.0
2036,,1035598.0,483631.0,551967.0
2037,,1035724.0,483757.0,551967.0
2038,,1035852.0,483885.0,551967.0
2039,,1035972.0,484005.0,551967.0
2040,,1036021.0,484054.0,551967.0
