year,Base case diesel consumed,Modeled transmission and interties
2021,80338.6573742,0.0
2022,80338.6573742,0.0
2023,80338.6573742,0.0
2024,80338.6573742,0.0
2025,80338.6573742,0.0
2026,80338.6573742,0.0
2027,80338.6573742,0.0
2028,80412.6340384,0.0
2029,80412.6340384,0.0
2030,80412.6340384,0.0
2031,80486.6107027,0.0
2032,80486.6107027,0.0
2033,80486.6107027,0.0
2034,80560.5873669,0.0
2035,80560.5873669,0.0
2036,80560.5873669,0.0
2037,80560.5873669,0.0
2038,80560.5873669,0.0
2039,80560.5873669,0.0
2040,80560.5873669,0.0
