year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,141250.0,125276.78173
2018,141250.0,125276.78173
2019,141251.0,125277.78173
2020,141252.0,125278.78173
2021,141252.0,125278.78173
2022,141253.0,125279.78173
2023,141253.0,125279.78173
2024,142276.0,126302.78173
2025,142276.0,126302.78173
2026,142277.0,126303.78173
2027,142278.0,126304.78173
2028,142279.0,126305.78173
2029,143302.0,127328.78173
2030,143303.0,127329.78173
2031,143303.0,127329.78173
2032,143304.0,127330.78173
2033,143305.0,127331.78173
2034,144329.0,128355.78173
2035,144329.0,128355.78173
2036,144330.0,128356.78173
