year,Base case diesel consumed,Modeled solar power (pv)
2016,140080.512202,138156.803798
2017,141419.571799,139511.253062
2018,142833.023595,140939.971408
2019,144246.475391,142368.567621
2020,145734.319386,143871.434879
2021,147222.163382,145374.181951
2022,148710.007378,146876.809798
2023,150272.243573,148453.711574
2024,151834.479769,150030.496026
2025,153396.715965,151607.164092
2026,154958.95216,153183.716702
2027,156595.580555,154834.546981
2028,158232.208951,156485.263645
2029,159868.837346,158135.867603
2030,161579.857941,159860.751956
2031,163290.878536,161585.525399
2032,165001.899132,163310.188819
2033,166787.311927,165109.135297
2034,168498.332522,166833.581305
2035,170358.137516,168706.704309
