year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,95741.0,70792.2366493
2018,95741.0,70792.2366493
2019,95741.0,70792.2366493
2020,95741.0,70792.2366493
2021,95741.0,70792.2366493
2022,95741.0,70792.2366493
2023,95741.0,70792.2366493
2024,95741.0,70792.2366493
2025,95741.0,70792.2366493
2026,95741.0,70792.2366493
2027,95741.0,70792.2366493
2028,95741.0,70792.2366493
2029,95741.0,70792.2366493
2030,95741.0,70792.2366493
2031,95741.0,70792.2366493
2032,,
2033,,
2034,,
2035,,
2036,,
