year,Base case diesel consumed,Modeled non-residential ashp
2017,21905.0401015,-25714.6122455
2018,21905.0401015,-25714.6122455
2019,21905.0401015,-25714.6122455
2020,21905.0401015,-25714.6122455
2021,21905.0401015,-25714.6122455
2022,21905.0401015,-25714.6122455
2023,21905.0401015,-25714.6122455
2024,21905.0401015,-25714.6122455
2025,21905.0401015,-25714.6122455
2026,21905.0401015,-25714.6122455
2027,21905.0401015,-25714.6122455
2028,21905.0401015,-25714.6122455
2029,21905.0401015,-25714.6122455
2030,21905.0401015,-25714.6122455
2031,21905.0401015,-25714.6122455
