year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8951.777675,5818.65548875
2018,8975.98298519,5834.38894037
2019,8990.18078096,5843.61750763
2020,9008.3859061,5855.45083896
2021,9026.65468411,5867.32554467
2022,9041.19369671,5876.77590286
2023,9054.0369004,5885.12398526
2024,9066.50259044,5893.22668379
2025,9079.42199077,5901.624294
2026,9093.30005424,5910.64503525
2027,9113.48015355,5923.7620998
2028,9128.02677246,5933.2174021
2029,9139.89423215,5940.9312509
2030,9153.68595722,5949.89587219
2031,9167.22413831,5958.6956899
