year,Base case cost,Modeled water and wastewater efficiency
2017,85032.5551737,98463.7506326
2018,91235.6237069,101901.119605
2019,99553.7586217,106842.366331
2020,103525.708922,108757.443844
2021,106590.316484,110056.851403
2022,108679.497623,110691.635482
2023,110376.257601,111070.496452
2024,111698.904193,111206.001309
2025,113220.342653,111499.702684
2026,115137.919346,112089.709254
2027,116793.652092,112514.969022
2028,118171.870117,112761.967521
2029,120074.987073,113393.747214
2030,121261.144479,113539.451234
2031,123204.976018,114232.923184
