year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,109567.46,8951.78,158732.17,93003.73
2018,110593.51,8975.98,158732.17,95963.72
2019,111253.11,8990.18,158732.17,97443.71
2020,112059.3,9008.39,158732.17,100403.7
2021,112865.48,9026.65,158732.17,102623.69
2022,113525.08,9041.19,158732.17,104103.68
2023,114111.4,9054.04,158732.17,106323.67
2024,114624.42,9066.5,158732.17,107803.67
2025,115210.73,9079.42,158732.17,109283.66
2026,115870.34,9093.3,158732.17,111503.65
2027,116749.81,9113.48,158732.17,113723.65
2028,117409.41,9128.03,158732.17,115943.64
2029,117922.44,9139.89,158732.17,117423.63
2030,118508.75,9153.69,158732.17,119643.62
2031,119095.07,9167.22,158732.17,121123.62
