year,Base case cost,Modeled solar power (pv)
2016,247220.835453,259916.49083
2017,295832.143266,307388.50238
2018,333992.401003,344635.796331
2019,384935.773425,394462.084991
2020,410137.022226,419007.30949
2021,430017.469936,438336.246703
2022,443883.067158,451752.406369
2023,455304.467184,462770.336913
2024,464228.90174,471336.197743
2025,474668.225532,481407.941342
2026,487814.12211,494160.008602
2027,499689.182726,505684.981684
2028,509556.850202,515228.082702
2029,522396.397627,527699.754506
2030,530919.206976,535930.892073
2031,544264.450372,548924.565144
2032,558056.758322,562373.464867
2033,572315.91893,576297.207319
2034,587563.751807,591201.056255
2035,598071.234621,601437.500411
