year,Base case diesel consumed,Modeled residential ashp
2017,14864.6388519,-78139.0897825
2018,15337.7290604,-77665.999574
2019,15574.2741646,-77429.4544697
2020,16047.3643732,-76956.3642612
2021,16402.1820295,-76601.5466048
2022,16638.7271338,-76365.0015006
2023,16993.5447902,-76010.1838442
2024,17230.0898944,-75773.6387399
2025,17466.6349987,-75537.0936357
2026,17821.4526551,-75182.2759793
2027,18176.2703115,-74827.4583229
2028,18531.0879679,-74472.6406665
2029,18767.6330721,-74236.0955622
2030,19122.4507285,-73881.2779059
2031,19358.9958328,-73644.7328016
