year,Base case diesel consumed,Modeled diesel efficiency
2019,111253.113707,101139.194279
2020,112059.29569,101872.086991
2021,112865.477674,102604.979703
2022,113525.081115,103204.619195
2023,114111.395284,103737.632077
2024,114624.420183,104204.018348
2025,115210.734352,104737.03123
2026,115870.337793,105336.670721
2027,116749.809048,106136.190044
2028,117409.412489,106735.829535
2029,117922.437387,107202.215807
2030,118508.751557,107735.228688
2031,119095.065727,108268.24157
2032,119754.669168,108867.881062
2033,120487.56188,109534.147164
2034,121147.165321,110133.786655
2035,121806.768762,110733.426147
2036,122466.372203,111333.065639
2037,123419.132729,112199.211572
2038,124078.73617,112798.851063
