year,Base case cost,Modeled residential energy efficiency
2017,78722.3443856,75431.8877458
2018,82502.8696186,78458.5912337
2019,77178.4095598,72144.5396784
2020,79392.4852704,73798.9599733
2021,81053.0420535,74996.7831158
2022,82160.0799088,75737.9048722
2023,83045.7101931,76298.8502198
2024,83709.9329063,76679.5197318
2025,84595.5631906,77248.6520247
2026,85591.8972604,77913.9433797
2027,86366.8237591,78398.6744438
2028,75020.302364,66765.7247473
2029,75783.4228704,67227.6009485
2030,76260.3731869,67462.3841713
2031,77214.27382,68085.1518194
