year,Base case cost,Modeled non-residential energy efficiency
2017,44674.1601859,40425.6395425
2018,47352.7104051,42654.7246288
2019,51191.9657193,45885.3547514
2020,52977.6658654,47349.0374157
2021,54316.9409751,48429.9556387
2022,55209.7910481,49128.0685827
2023,55924.0711066,49674.0405091
2024,56459.7811504,50067.8324636
2025,57174.0612089,50617.0119359
2026,57977.6262746,51244.6404056
2027,58602.6213258,51719.9774572
2028,59227.6163769,52196.7904259
2029,59941.8964354,52751.9461076
2030,60388.3214719,53077.8051937
2031,61281.171545,53789.5457403
