year,Base case diesel consumed,Modeled residential ashp
2017,1727.04508901,-3768.4065684
2018,1727.04508901,-3768.4065684
2019,1455.18085211,-4040.27080531
2020,1455.18085211,-4040.27080531
2021,1455.18085211,-4040.27080531
2022,1455.18085211,-4040.27080531
2023,1455.18085211,-4040.27080531
2024,1455.18085211,-4040.27080531
2025,1455.18085211,-4040.27080531
2026,1455.18085211,-4040.27080531
2027,1455.18085211,-4040.27080531
2028,1183.3166152,-4312.13504222
2029,1183.3166152,-4312.13504222
2030,1183.3166152,-4312.13504222
2031,1183.3166152,-4312.13504222
