year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,200834.057446,148617.20251
2018,200834.057446,148617.20251
2019,200834.057446,148617.20251
2020,200834.057446,148617.20251
2021,200834.057446,148617.20251
2022,200834.057446,148617.20251
2023,200834.057446,148617.20251
2024,200834.057446,148617.20251
2025,200834.057446,148617.20251
2026,200834.057446,148617.20251
2027,200834.057446,148617.20251
2028,200834.057446,148617.20251
2029,200834.057446,148617.20251
2030,200834.057446,148617.20251
2031,200834.057446,148617.20251
