year,Base case cost,Modeled transmission and interties
2021,6195700.0,
2022,6464721.66667,
2023,6629340.0,
2024,6766200.0,
2025,6909692.5,
2026,7101700.0,
2027,7307520.0,
2028,7505896.66667,
2029,7493666.66667,
2030,7454362.5,
2031,7567179.16667,
2032,7845060.0,
2033,8196090.0,
2034,8540710.0,
2035,8767440.0,
2036,8972810.0,
2037,8989890.0,
2038,9122555.0,
2039,9290336.66667,
2040,9584010.0,
