year,Base case cost,Modeled water and wastewater efficiency
2017,31601.5410815,78501.3001789
2018,34483.6636797,80381.5898952
2019,38286.9998513,82857.5984483
2020,40198.6057868,84104.0949611
2021,41566.1767257,84997.6888739
2022,42689.4136033,85730.4523683
2023,43362.1088789,86169.600164
2024,43966.2660043,86562.5931059
2025,44586.6929062,86966.5177974
2026,45401.748449,87497.4933758
2027,46208.4721108,88024.6710845
2028,46957.2438409,88514.6807179
2029,47289.115437,88721.2407253
2030,47400.1321853,88786.9084445
2031,48073.2129055,89221.0165245
