year,Base case diesel consumed,Modeled non-residential ashp
2017,200834.057446,140583.840212
2018,200834.057446,140583.840212
2019,200834.057446,140583.840212
2020,200834.057446,140583.840212
2021,200834.057446,140583.840212
2022,200834.057446,140583.840212
2023,200834.057446,140583.840212
2024,200834.057446,140583.840212
2025,200834.057446,140583.840212
2026,200834.057446,140583.840212
2027,200834.057446,140583.840212
2028,200834.057446,140583.840212
2029,200834.057446,140583.840212
2030,200834.057446,140583.840212
2031,200834.057446,140583.840212
