year,Base case cost,Modeled non-residential energy efficiency
2017,1453788.71031,1478326.99461
2018,1518055.60869,1542593.89299
2019,1606422.59396,1630960.87826
2020,1648597.74603,1673136.03033
2021,1676714.51407,1701252.79837
2022,1700814.60096,1725352.88526
2023,1714872.98499,1739411.26928
2024,1728931.36901,1753469.65331
2025,1742989.75303,1767528.03733
2026,1761064.8182,1785603.1025
2027,1777131.54279,1801669.82709
2028,1791189.92681,1815728.21111
2029,1809264.99198,1833803.27628
2030,1819306.69486,1843844.97916
2031,1839390.1006,1863928.3849
