year,Base case cost,Modeled wind power
2019,139350.820723,
2020,148206.746845,
2021,154950.846624,
2022,159654.628693,
2023,163061.968557,
2024,165953.889063,
2025,169391.875483,
2026,173648.960775,
2027,177120.379802,
2028,180912.194646,
2029,184869.315158,
2030,187434.339062,
2031,192270.922875,
2032,196284.693083,
2033,201177.926591,
2034,206104.592706,
2035,209691.168491,
2036,214679.127719,
2037,217854.296701,
2038,222454.994898,
