year,Base case cost,Modeled non-residential energy efficiency
2017,323271.965215,352519.906008
2018,341217.904631,367903.4133
2019,366589.750013,390236.383014
2020,378347.434458,399916.616284
2021,387010.991418,406744.129412
2022,393199.246389,411294.736513
2023,397531.024869,414144.268097
2024,400625.152355,415868.570683
2025,404956.930835,418773.047504
2026,409907.534812,422280.548614
2027,414239.313291,425237.425288
2028,417952.266274,427643.070765
2029,422902.870251,431226.433526
2030,425378.17224,432527.852804
2031,430947.601714,436735.386649
