year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,44876.2947641,33221.8581254
2018,44876.2947641,33221.8581254
2019,44876.2947641,33221.8581254
2020,44876.2947641,33221.8581254
2021,44876.2947641,33221.8581254
2022,44876.2947641,33221.8581254
2023,44876.2947641,33221.8581254
2024,44876.2947641,33221.8581254
2025,44876.2947641,33221.8581254
2026,44876.2947641,33221.8581254
2027,44876.2947641,33221.8581254
2028,44876.2947641,33221.8581254
2029,44876.2947641,33221.8581254
2030,44876.2947641,33221.8581254
2031,44876.2947641,33221.8581254
