year,Base case cost,Modeled water and wastewater efficiency
2017,41877.0134933,23831.9125793
2018,44201.1513121,25150.2311239
2019,47481.5293221,27021.3879248
2020,48990.9391907,27830.4327526
2021,50102.0639964,28434.0070763
2022,50892.1961562,28851.3763469
2023,51442.0236315,29129.9773419
2024,51830.3093385,29309.2617792
2025,52376.7603925,29579.0820097
2026,53001.2339327,29892.1769839
2027,53544.190668,30154.5817324
2028,54001.5147274,30348.959466
2029,54620.4203647,30651.5028802
2030,54921.4265075,30770.1802345
2031,55616.3006831,31113.3783179
